能源用戶名稱,所在區域
聯華氣體工業股份有限公司觀音一廠,桃園市觀音區
德宏工業股份有限公司,桃園市楊梅區
台灣美日先進光罩股份有限公司,新竹市東區
遠東金士頓科技股份有限公司,新竹市東區
盟立自動化股份有限公司,新竹市東區
義隆電子股份有限公司,新竹縣寶山鄉
台灣光罩股份有限公司(二廠),新竹縣寶山鄉
大享容器工業股份有限公司,新竹縣新埔鎮
錸寶科技股份有限公司,新竹縣香山區
五鼎生物技術股份有限公司,新竹市東區
中美和石油化學股份有限公司台中廠,臺中市梧棲區
詮聯金屬工業股份有限公司,嘉義縣朴子市
冠聚工業股份有限公司二廠,臺南市永康區
台南強新工業股份有限公司佳里二廠,臺南市佳里區
瑞儀光電股份有限公司,高雄市前鎮區
和碩聯合科技股份有限公司,臺北市北投區
加高電子股份有限公司,高雄市大寮鄉
長賡股份有限公司,高雄市大寮鄉
金居開發股份有限公司斗六一廠,雲林縣斗六市
大成長城企業股份有限公司柳營肉品廠,臺南市柳營區
力特光電科技股份有限公司,桃園市平鎮區
仲衛實業股份有限公司,臺南市新營區
昇華工業股份有限公司,彰化縣鹿港鎮
昭輝實業股份有限公司,彰化縣鹿港鎮
嘉惠電力股份有限公司,嘉義縣民雄鄉
瀚宇彩晶股份有限公司台南科學園區分公司,臺南市善化區
堤維西交通工業股份有限公司科工廠,臺南市安南區
凱田實業有限公司台南廠,臺南市西港區
尖山發電廠,澎湖縣湖西鄉
全新光電科技股份有限公司平鎮廠,桃園市平鎮區
自來水公司第一區管理處八堵抽水站,基隆市中山區
台灣自來水股份有限公司第十二區管理處,新北市三峽區
聯鈞光電股份有限公司,新北市中和區
正崴精密工業股份有限公司中山廠,新北市土城區
協人企業股份有限公司二廠,新北市土城區
統一企業股份有限公司瑞芳廠,新北市瑞芳區
台灣省自來水公司第一區管理處(新山給水廠),新北市萬里區
新寶元鋼鐵股份有限公司,宜蘭縣冬山鄉
繼德科技股份有限公司,桃園市觀音區
新瑞倡企業股份有限公司,桃園市龜山區
香港商瑞健股份有限公司台灣分公司,桃園市桃園區
敬鵬工業股份有限公司長榮廠,桃園市蘆竹區
中美矽晶製品股份有限公司竹南分公司,苗栗縣竹南鎮
迎廣科技股份有限公司長興廠,桃園市蘆竹區
台耀化學股份有限公司,桃園市蘆竹區
維輪實業股份有限公司,桃園市中壢區
宇環科技股份有限公司中壢廠,桃園市中壢區
伽華股份有限公司,桃園市中壢區
慶生電子股份有限公司,桃園市中壢區
和群纖維股份有限公司,桃園市平鎮區
華擎機械工業股份有限公司,桃園市大園區
金利精密工業股份有限公司平鎮廠,桃園市平鎮區
臺灣省自來水股份有限公司第二區管理處,桃園市平鎮區
中祥食品工業股份有限公司,桃園市八德區
葡萄王生技股份有限公司,桃園市中壢區
台光電子材料股份有限公司,桃園市觀音區
和勝企業股份有限公司,桃園市觀音區
台灣巴斯夫股份有限公司觀音廠,桃園市觀音區
立弘生化科技股份有限公司,桃園市觀音區
建嘉順五金股份有限公司蘆竹廠,桃園市蘆竹區
旭富製藥科技股份有限公司桃園廠,桃園市蘆竹區
台光染整股份有限公司海湖廠,桃園市蘆竹區
復興空廚股份有限公司,桃園市大園區
豪倫電子股份有限公司,桃園市楊梅區
地球綜合工業股份有限公司幼獅二廠,桃園市楊梅區
巨鎵科技股份有限公司楊梅廠,桃園市楊梅區
中華映管股份有限公司楊梅廠,桃園市楊梅區
協欣金屬工業股份有限公司大溪廠,桃園市大溪區
喬羽彩色印刷股份有限公司平鎮廠,桃園市平鎮區
明台化工股份有限公司,桃園市八德區
鉅祥企業股份有限公司頭洲廠,桃園市新屋區
台一國際股份有限公司觀音廠,桃園市觀音區
欣冠鑄造股份有限公司,桃園市新屋區
璨圓光電股份有限公司,桃園市龍潭區
中華映管股份有限公司龍潭廠,桃園市龍潭區
台灣自來水股份有限公司第二區管理處,桃園市平鎮區
新泰工業股份有限公司,新北市新莊區
銘異科技股份有限公司光崇二廠,桃園市龜山區
研達電化股份有限公司,新北市樹林區
龍懋電子股份有限公司樹林廠,新北市樹林區
華亞汽電股份有限公司,桃園市龜山區
億和玻璃廠股份有限公司一廠,新北市鶯歌區
台灣自來水股份有限公司第十二區管理處,新北市三峽區
復盛精密工業股份有限公司,新竹縣寶山鄉
頎邦科技股份有限公司,新竹市東區
東訊股份有限公司,新竹市東區
頎邦科技股份有限公司,新竹市東區
錸德科技股份有限公司,新竹縣香山區
勤益電子股份有限公司,新竹縣香山區
璟德電子工業股份有限公司,新竹縣香山區
力成科技股份有限公司湖口廠,新竹縣香山區
鴻成工業股份有限公司新竹精密鑄造工廠,新竹縣新豐鄉
台灣眾鑫企業股份有限公司新竹廠,新竹縣關西鎮
台星科股份有限公司,新竹縣芎林鄉
寶仁土石開發有限公司,臺中市西屯區
建上工業股份有限公司,臺中市南屯區
鑽全實業股份有限公司三廠,臺中市西屯區
倫鼎股份有限公司,臺中市烏日區
台灣電氣硝子股份有限公司,臺中市梧棲區
台灣特格股份有限公司,臺中市梧棲區
維樂工業股份有限公司,臺中市大甲區
磯鑫工業股份有限公司,臺中市西屯區
友達光電股份有限公司台中一、二期,臺中市西屯區
鎂光熱處理廠股份有限公司,臺中市神岡區
鐵益企業股份有限公司,臺中市大雅區
增泰砂石股份有限公司,臺中市石岡區
賀聖工業股份有限公司,臺中市太平區
達運精密工業股份有限公司,臺中市大雅區
晨州塑膠工業股份有限公司,臺中市大雅區
元祥金屬工業股份有限公司第二廠,彰化縣彰化市
東立機械鑄造股份有限公司,彰化縣彰化市
志成鋼鐵股份有限公司,彰化縣伸港鄉
國慶化學股份有限公司,彰化縣和美鎮
廣驛工業有限公司,彰化縣線西鄉
台灣鋼聯股份有限公司,彰化縣伸港鄉
易昇塑膠股份有限公司,彰化縣彰化市
晉椿工業股份有限公司,彰化縣鹿港鎮
炎洲股份有限公司,彰化縣鹿港鎮
泰元金屬工業股份有限公司,彰化縣花壇鄉
邦旭股份有限公司,彰化縣埔心鄉
今仁企業股份有限公司,彰化縣大村鄉
鉅揚工業股份有限公司,彰化縣芳苑鄉
二億企業股份有限公司二廠,彰化縣福興鄉
永福橡膠股份有限公司,彰化縣福興鄉
加興企業股份有限公司福興二廠,彰化縣福興鄉
鑫立鑄造廠有限公司,嘉義縣朴子市
穎杰鑄造工業股份有限公司二廠,嘉義縣太保市
申成興業股份有限公司,嘉義縣太保市
南億興業股份有限公司,臺南市南區
晉通化學工業股份有限公司台南廠,臺南市仁德區
福光企業股份有限公司,臺南市仁德區
森鉅科技材料股份有限公司歸仁廠,臺南市歸仁區
南光化學製藥股份有限公司,臺南市新化區
茂迪股份有限園區分公司,臺南市善化區
中強光電股份有限公司南科分公司,臺南市善化區
住華科技股份有限公司,臺南市善化區
群創光電股份有限公司南科分公司(四廠),臺南市善化區
瀚宇彩晶股份有限公司台南科學園區分公司,臺南市善化區
台灣成膜光電股份有限公司,臺南市安南區
南寶樹脂化學工廠股份有限公司第五廠,臺南市西港區
華寶樹脂化學工廠股份有限公司,臺南市佳里區
頎邦科技股份有限公司,高雄市前鎮區
華泰電子股份有限公司,高雄市楠梓區
日月光半導體製造股份有限公司,高雄市楠梓區
重盈陽成工業股份有限公司,高雄市楠梓區
海華鋼鐵有限公司,高雄市橋頭鄉
慶圖金屬開發股份有限公司,高雄市永安鄉
誼榮鋼鐵有限公司三廠,高雄市永安鄉
香港商蘋果日報出版發展有限公司台灣分公司,高雄市岡山鎮
芳生螺絲股份有限公司岡山廠,高雄市岡山鎮
萬機鋼鐵工業股份有限公司,高雄市燕巢鄉
國盟股份有限公司,高雄市梓官鄉
震南鐵線股份有限公司路竹廠,高雄市路竹鄉
宏穎企業股份有限公司,高雄市路竹鄉
華泰工業股份有限公司,高雄市路竹鄉
農生企業股份有限公司,高雄市路竹鄉
富統食品股份有限公司,屏東縣萬丹鄉
東立飼料工業股份有限公司,屏東縣新園鄉
全興飼料股份有限公司屏東廠,屏東縣內埔鄉
台崧混凝土有限公司,臺中市彰化市
泰谷光電科技股份有限公司,南投縣南投市
國慶化學股份有限公司(南崗廠),南投縣南投市
傑生工業股份有限公司南投廠,南投縣南投市
燦明企業社,南投縣集集鎮
盎如實業股份有限公司,臺中市太平區
賡年鐵工廠有限公司,臺中市大里區
三晃股份有限公司大里廠,臺中市大里區
偉霸工業股份有限公司,臺中市大里區
欣全實業股份有限公司,臺中市霧峰區
台灣三美股份有限公司,高雄市大寮鄉
長春石油化學股份有限公司大發廠,高雄市大寮鄉
英欣股份有限公司高雄廠,高雄市大寮鄉
太洋製膜股份有限公司,高雄市大寮鄉
良達科技股份有限公司大發廠,高雄市大寮鄉
台灣省自來水股份有限公司第七區管理處,高雄市大寮鄉
金合發鋼鐵股份有限公司,高雄市小港區
鼎基先進材料股份有限公司,高雄市小港區
明安國際企業股份有限公司,高雄市小港區
光璧企業股份有限公司,雲林縣斗六市
笠源科技股份有限公司,雲林縣斗六市
雲乳食品科技股份有限公司,雲林縣斗六市
統一企業股份有限公司新營廠,臺南市新營區
金鼎紙業股份有限公司,臺南市新營區
惠光股份有限公司台南廠,臺南市麻豆區
統一企業股份有限公司麻豆廠,臺南市麻豆區
群創光電股份有限公司(T1廠),苗栗縣竹南鎮
民景企業股份有限公司二廠,苗栗縣竹南鎮
台灣東陶股份有限公司,苗栗縣造橋鄉
宏業電化股份有限公司苗栗廠,苗栗縣銅鑼鄉
順利金屬工業股份有限公司,苗栗縣三義鄉
鴻維濾材科技股份有限公司,苗栗縣竹南鎮
陸昌化工股份有限公司,臺中市大甲區
永日化學工業股份有限公司台中幼獅廠59號,臺中市大甲區
誠信砂石股份有限公司,苗栗縣新店區
蘇氏精密工具股份有限公司,高雄市路竹鄉
聯詠科技股份有限公司,新竹市東區
星能電力股份有限公司,彰化縣線西鄉
國光電力股份有限公司,桃園市龜山區
森霸電力公司豐德電廠,臺南市山上區
台灣醋酸化學股份有限公司麥寮醋酸廠,雲林縣麥寮鄉
台塑勝高科技股份有限公司麥寮矽晶圓廠,雲林縣麥寮鄉
台塑旭彈性纖維股份有限公司,雲林縣麥寮鄉
中塑油品股份有限公司麥寮柏油廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司芳香烴一廠,雲林縣麥寮鄉
台灣化學纖維化工一部芳香烴三廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司苯乙烯三廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司苯乙烯廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司純對苯二甲酸廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司合成酚廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司聚丙烯廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司麥寮PABS廠,雲林縣麥寮鄉
台灣化學纖維股份有限公司聚碳酸酯樹酯廠,雲林縣麥寮鄉
台灣化學纖維化工一部芳香烴二廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司可塑劑廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司異壬醇廠,雲林縣麥寮鄉
南中石化工業股份有限公司,雲林縣麥寮鄉
南亞塑膠工業股份有限公司丁二醇二廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司麥寮環氧樹脂廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司PA廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司異辛醇廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司丙二酚廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司乙二醇廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司過氧化氫廠,雲林縣麥寮鄉
南亞塑膠工業股份有限公司丁二醇廠,雲林縣麥寮鄉
台灣塑膠工業股份有限公司丙烯晴廠,雲林縣麥寮鄉
台灣塑膠工業股份有限公司甲基丙烯酸甲酯廠,雲林縣麥寮鄉
台灣塑膠工業股份有限公司四碳廠,雲林縣麥寮鄉
台灣塑膠工業股份有限公司環氧氯丙烷廠,雲林縣麥寮鄉
台灣電力公司塔山發電廠,金門縣金城鎮
台灣積體電路製造股份有限公司十四廠,臺南市善化區
華亞科技股份有限公司,桃園市龜山區
礐興企業股份有限公司,臺東縣太麻里
祥裕砂石股份有限公司,高雄市旗山鎮
權峰砂石開發股份有限公司,彰化縣北斗鎮
