"","U_ID","CODEBASE","CODE1","CODE2","VILLCODE","VILLAGE_ID","VILLAGE","TOWN_ID","TOWN","COUNTY_ID","COUNTY","USE_CODE","LINE","SPECODE","X","Y","AREA","M","USECODE"
"1",1972,"A6310-0024-00","A6310-01-006","A6310-01","A6310-012-00","012","大湖里","63000100","內湖區","63000","臺北市","11","12",NA,310951.8406,2775913.38245,362112.90727,NA,NA
"2",1973,"A6311-0791-00","A6311-61-005","A6311-61","A6311-023-00","023","福安里","63000110","士林區","63000","臺北市","03","05",NA,300103.56005,2776285.87746,17541.31869,NA,NA
"3",1974,"A6311-0787-00","A6311-67-002","A6311-67","A6311-004-00","004","福德里","63000110","士林區","63000","臺北市","03","05",NA,302742.35826,2776311.85156,3627.65319,NA,NA
"4",1975,"A6311-0793-00","A6311-62-004","A6311-62","A6311-007-00","007","福佳里","63000110","士林區","63000","臺北市","03","05",NA,302298.08171,2776277.72508,15430.37397,NA,NA
"5",1976,"A6311-0807-00","A6311-67-008","A6311-67","A6311-004-00","004","福德里","63000110","士林區","63000","臺北市","05","05",NA,302823.86029,2776199.10042,52775.40011,NA,NA
"6",1977,"A6311-0792-00","A6311-67-003","A6311-67","A6311-004-00","004","福德里","63000110","士林區","63000","臺北市","03","05",NA,302673.6896,2776278.50828,5634.48327,NA,NA
"7",2153,"A6310-0030-00","A6310-04-002","A6310-04","A6310-014-00","014","金瑞里","63000100","內湖區","63000","臺北市","03","05",NA,308917.03814,2775828.82723,2457.99042,NA,NA
"8",2154,"A6311-0939-00","A6311-71-008","A6311-71","A6311-021-00","021","社園里","63000110","士林區","63000","臺北市","02","05",NA,301104.98336,2775820.1275,4426.53561,NA,NA
"9",2155,"A6310-0031-00","A6310-05-002","A6310-05","A6310-012-00","012","大湖里","63000100","內湖區","63000","臺北市","03","05",NA,310486.08944,2775818.2868,2599.75575,NA,NA
"10",2156,"A6311-0952-00","A6311-77-005","A6311-77","A6311-001-00","001","仁勇里","63000110","士林區","63000","臺北市","02","05",NA,303037.54072,2775790.94389,8647.23296,NA,NA
"11",2157,"A6311-0947-00","A6311-75-001","A6311-75","A6311-008-00","008","後港里","63000110","士林區","63000","臺北市","03","05",NA,302042.01151,2775803.96838,3331.32638,NA,NA
"12",2158,"A6311-0955-00","A6311-76-002","A6311-76","A6311-019-00","019","社子里","63000110","士林區","63000","臺北市","02","05",NA,301515.58916,2775785.01885,5993.50334,NA,NA
"13",2159,"A6311-0954-00","A6311-72-009","A6311-72","A6311-021-00","021","社園里","63000110","士林區","63000","臺北市","03","05",NA,301188.45746,2775792.65703,4715.34967,NA,NA
"14",2160,"A6310-0033-00","A6310-04-002","A6310-04","A6310-014-00","014","金瑞里","63000100","內湖區","63000","臺北市","03","05",NA,308910.17663,2775809.1061,2433.96585,NA,NA
"15",2161,"A6311-0944-00","A6311-75-002","A6311-75","A6311-008-00","008","後港里","63000110","士林區","63000","臺北市","03","05",NA,302110.24813,2775808.24669,2245.42592,NA,NA
"16",2162,"A6311-0948-00","A6311-76-003","A6311-76","A6311-019-00","019","社子里","63000110","士林區","63000","臺北市","03","05",NA,301280.73795,2775797.12989,4786.02085,NA,NA
"17",2163,"A6311-0942-00","A6311-82-004","A6311-82","A6311-002-00","002","義信里","63000110","士林區","63000","臺北市","02","02",NA,302829.43175,2775819.55663,1678.37702,NA,NA
"18",2164,"A6311-0961-00","A6311-73-006","A6311-73","A6311-008-00","008","後港里","63000110","士林區","63000","臺北市","03","05",NA,302311.39632,2775769.47127,5405.9687,NA,NA
"19",2165,"A6311-0964-00","A6311-82-006","A6311-82","A6311-002-00","002","義信里","63000110","士林區","63000","臺北市","02","05",NA,302731.37552,2775763.56455,7905.52793,NA,NA
"20",2166,"A6311-0950-00","A6311-71-004","A6311-71","A6311-022-00","022","永倫里","63000110","士林區","63000","臺北市","02","01",NA,300917.50348,2775794.01626,4776.39057,NA,NA
"21",2167,"A6311-0949-00","A6311-82-005","A6311-82","A6311-002-00","002","義信里","63000110","士林區","63000","臺北市","02","05",NA,302763.00086,2775802.16442,1755.28307,NA,NA
"22",2360,"A6310-0142-00","A6310-12-003","A6310-12","A6310-012-00","012","大湖里","63000100","內湖區","63000","臺北市","11","05",NA,310734.84116,2775497.81385,9721.25422,NA,NA
"23",2361,"A6310-0129-00","A6310-14-007","A6310-14","A6310-003-00","003","西安里","63000100","內湖區","63000","臺北市","03","02",NA,307333.34069,2775521.57064,4657.42587,NA,NA
"24",2362,"A6310-0141-00","A6310-10-004","A6310-10","A6310-002-00","002","西康里","63000100","內湖區","63000","臺北市","15","05",NA,306595.22187,2775494.90731,7224.28374,NA,NA
"25",2363,"A6310-0132-00","A6310-14-006","A6310-14","A6310-003-00","003","西安里","63000100","內湖區","63000","臺北市","03","05",NA,307393.9819,2775510.60412,2023.69686,NA,NA
"26",2364,"A6311-1046-00","A6311-79-004","A6311-79","A6311-020-00","020","社新里","63000110","士林區","63000","臺北市","03","05",NA,301210.70454,2775515.50026,2404.68592,NA,NA
"27",2365,"A6311-1053-00","A6311-79-005","A6311-79","A6311-020-00","020","社新里","63000110","士林區","63000","臺北市","03","05",NA,300983.2208,2775489.55298,4855.18547,NA,NA
"28",2366,"A6310-0134-00","A6310-09-008","A6310-09","A6310-013-00","013","金龍里","63000100","內湖區","63000","臺北市","03","05",NA,309490.49699,2775506.7239,3143.00303,NA,NA
"29",2367,"A6311-1044-00","A6311-75-008","A6311-75","A6311-009-00","009","福中里","63000110","士林區","63000","臺北市","03","05",NA,302080.59985,2775520.86892,3989.58593,NA,NA
"30",2368,"A6310-0136-00","A6310-09-007","A6310-09","A6310-014-00","014","金瑞里","63000100","內湖區","63000","臺北市","03","05",NA,309407.80767,2775499.50656,4754.61774,NA,NA
"31",2369,"A6310-0138-00","A6310-09-005","A6310-09","A6310-015-00","015","碧山里","63000100","內湖區","63000","臺北市","11","05",NA,309601.52209,2775500.17966,3851.40769,NA,NA
"32",2370,"A6310-0143-00","A6310-05-010","A6310-05","A6310-012-00","012","大湖里","63000100","內湖區","63000","臺北市","03","05",NA,310640.08781,2775495.91629,6348.28447,NA,NA
"33",2371,"A6311-1052-00","A6311-81-002","A6311-81","A6311-009-00","009","福中里","63000110","士林區","63000","臺北市","03","02",NA,302155.92565,2775496.08693,3095.77107,NA,NA
"34",2372,"A6310-0180-00","A6310-12-006","A6310-12","A6310-012-00","012","大湖里","63000100","內湖區","63000","臺北市","03","01",NA,310772.65463,2775372.18542,26699.61345,NA,NA
"35",2373,"A6310-0140-00","A6310-11-002","A6310-11","A6310-032-00","032","秀湖里","63000100","內湖區","63000","臺北市","03","05",NA,310492.50389,2775495.84965,12885.48815,NA,NA
"36",2374,"A6310-0151-00","A6310-11-003","A6310-11","A6310-032-00","032","秀湖里","63000100","內湖區","63000","臺北市","03","05",NA,310309.44296,2775454.53125,20329.41186,NA,NA
"37",2567,"A6310-0363-00","A6310-24-008","A6310-24","A6310-010-00","010","湖濱里","63000100","內湖區","63000","臺北市","15","05",NA,308916.84269,2775005.46161,188058.28794,NA,NA
"38",2568,"A6311-1112-00","A6311-87-004","A6311-87","A6311-010-00","010","前港里","63000110","士林區","63000","臺北市","02","05",NA,302554.41742,2775244.12266,4153.20659,NA,NA
"39",2569,"A6304-0034-00","A6304-02-007","A6304-02","A6304-014-00","014","大直里","63000040","中山區","63000","臺北市","03","05",NA,305198.41978,2775240.42679,2896.16944,NA,NA
"40",2570,"A6310-0240-00","A6310-13-007","A6310-13","A6310-008-00","008","港華里","63000100","內湖區","63000","臺北市","03","02",NA,307918.13621,2775236.17097,3940.04525,NA,NA
"41",2571,"A6310-0255-00","A6310-24-004","A6310-24","A6310-010-00","010","湖濱里","63000100","內湖區","63000","臺北市","15","05",NA,308901.77736,2775218.76759,18277.35809,NA,NA
"42",2572,"A6311-1127-00","A6311-89-004","A6311-89","A6311-018-00","018","葫東里","63000110","士林區","63000","臺北市","03","05",NA,301664.58707,2775214.19099,8791.50448,NA,NA
"43",2573,"A6311-1120-00","A6311-86-005","A6311-86","A6311-011-00","011","百齡里","63000110","士林區","63000","臺北市","03","02",NA,302359.72894,2775226.31221,4248.5245,NA,NA
"44",2574,"A6311-1115-00","A6311-94-002","A6311-94","A6311-017-00","017","葫蘆里","63000110","士林區","63000","臺北市","05","02",NA,301192.86669,2775239.05259,3532.9286,NA,NA
"45",2575,"A6310-0247-00","A6310-16-007","A6310-16","A6310-009-00","009","內湖里","63000100","內湖區","63000","臺北市","02","05",NA,309771.60846,2775225.08332,3568.98878,NA,NA
"46",2576,"A6310-0396-00","A6310-75-001","A6310-75","A6310-002-00","002","西康里","63000100","內湖區","63000","臺北市","01","05",NA,306811.74516,2774946.70202,134372.44854,NA,NA
"47",2577,"A6310-0251-00","A6310-29-003","A6310-29","A6310-017-00","017","清白里","63000100","內湖區","63000","臺北市","03","05",NA,310149.58361,2775224.18833,4205.57671,NA,NA
"48",2806,"A6311-1186-00","A6311-92-005","A6311-92","A6311-012-00","012","承德里","63000110","士林區","63000","臺北市","03","05",NA,302492.93965,2775013.61892,2959.29972,NA,NA
"49",2807,"A6310-0357-00","A6310-14-010","A6310-14","A6310-001-00","001","西湖里","63000100","內湖區","63000","臺北市","02","05",NA,307237.53294,2775017.93664,3839.47699,NA,NA
"50",2808,"A6311-1187-00","A6311-90-009","A6311-90","A6311-013-00","013","福華里","63000110","士林區","63000","臺北市","03","05",NA,302351.81214,2775014.7226,4627.78881,NA,NA
"51",2809,"A6310-0368-00","A6310-28-003","A6310-28","A6310-038-00","038","麗山里","63000100","內湖區","63000","臺北市","03","05",NA,307704.5529,2775001.7422,3908.27268,NA,NA
"52",2810,"A6310-0359-00","A6310-20-009","A6310-20","A6310-007-00","007","港富里","63000100","內湖區","63000","臺北市","03","05",NA,308376.36161,2775016.89493,3955.0259,NA,NA
"53",2811,"A6310-0389-00","A6310-29-007","A6310-29","A6310-017-00","017","清白里","63000100","內湖區","63000","臺北市","04","07",NA,310378.8399,2774957.36546,29236.01243,NA,NA
"54",2812,"A6310-0367-00","A6310-30-001","A6310-30","A6310-006-00","006","港都里","63000100","內湖區","63000","臺北市","03","05",NA,308214.97325,2775003.37267,4670.81974,NA,NA
"55",2813,"A6311-1188-00","A6311-96-001","A6311-96","A6311-016-00","016","富光里","63000110","士林區","63000","臺北市","03","05",NA,301282.96641,2775013.80694,3672.25944,NA,NA
"56",2814,"A6310-0373-00","A6310-25-009","A6310-25","A6310-010-00","010","湖濱里","63000100","內湖區","63000","臺北市","15","05",NA,309411.12808,2774992.57439,3803.55744,NA,NA
"57",2815,"A6311-1191-00","A6311-90-010","A6311-90","A6311-013-00","013","福華里","63000110","士林區","63000","臺北市","03","05",NA,302271.888,2775003.06649,3796.16718,NA,NA
"58",2816,"A6311-1197-00","A6311-96-002","A6311-96","A6311-016-00","016","富光里","63000110","士林區","63000","臺北市","03","05",NA,301342.9679,2774979.02252,4650.80465,NA,NA
"59",2817,"A6310-0366-00","A6310-26-008","A6310-26","A6310-006-00","006","港都里","63000100","內湖區","63000","臺北市","03","05",NA,307883.8263,2775004.93108,2056.2156,NA,NA
"60",2818,"A6311-1193-00","A6311-93-006","A6311-93","A6311-016-00","016","富光里","63000110","士林區","63000","臺北市","03","05",NA,301383.40975,2774995.0927,2577.0514,NA,NA
"61",2819,"A6304-0079-00","A6304-06-003","A6304-06","A6304-014-00","014","大直里","63000040","中山區","63000","臺北市","03","05",NA,305279.17596,2775012.08213,2742.9275,NA,NA
"62",2820,"A6311-1194-00","A6311-93-006","A6311-93","A6311-016-00","016","富光里","63000110","士林區","63000","臺北市","03","05",NA,301439.2602,2774989.65125,6124.21731,NA,NA
"63",2821,"A6310-0369-00","A6310-31-003","A6310-31","A6310-009-00","009","內湖里","63000100","內湖區","63000","臺北市","02","05",NA,309677.69882,2774995.18935,2089.54186,NA,NA
"64",3035,"A6310-0475-00","A6310-34-009","A6310-34","A6310-017-00","017","清白里","63000100","內湖區","63000","臺北市","03","05",NA,310237.19421,2774714.81838,4622.77277,NA,NA
"65",3036,"A6304-0124-00","A6304-10-002","A6304-10","A6304-016-00","016","永安里","63000040","中山區","63000","臺北市","03","01",NA,305558.57062,2774712.78852,6764.40904,NA,NA
"66",3037,"A6310-0560-00","A6310-37-010","A6310-37","A6310-016-00","016","紫雲里","63000100","內湖區","63000","臺北市","15","05",NA,310277.28134,2774470.53903,249165.37226,NA,NA
"67",3038,"A6310-0504-00","A6310-75-002","A6310-75","A6310-001-00","001","西湖里","63000100","內湖區","63000","臺北市","01","01",NA,307046.984,2774642.05566,22334.67319,NA,NA
"68",3039,"A6304-0122-00","A6304-11-002","A6304-11","A6304-016-00","016","永安里","63000040","中山區","63000","臺北市","03","01",NA,305651.89456,2774729.32779,4459.82193,NA,NA
"69",3040,"A6311-1261-00","A6311-99-007","A6311-99","A6311-014-00","014","明勝里","63000110","士林區","63000","臺北市","03","05",NA,302541.3544,2774702.23874,4663.0739,NA,NA
"70",3041,"A6311-1265-00","A6311-94-005","A6311-94","A6311-016-00","016","富光里","63000110","士林區","63000","臺北市","03","12",NA,301396.18007,2774688.01248,6754.42245,NA,NA
"71",3042,"A6304-0127-00","A6304-11-004","A6304-11","A6304-015-00","015","成功里","63000040","中山區","63000","臺北市","03","01",NA,305758.30131,2774711.5433,8617.14008,NA,NA
"72",3043,"A6304-0138-00","A6304-12-005","A6304-12","A6304-015-00","015","成功里","63000040","中山區","63000","臺北市","03","01",NA,305871.78844,2774679.19089,15933.372,NA,NA
"73",3044,"A6310-0480-00","A6310-39-004","A6310-39","A6310-011-00","011","紫星里","63000100","內湖區","63000","臺北市","03","05",NA,309651.8621,2774707.51198,4397.54048,NA,NA
"74",3045,"A6304-0130-00","A6304-12-005","A6304-12","A6304-015-00","015","成功里","63000040","中山區","63000","臺北市","03","01",NA,305976.18557,2774709.91657,7460.3091,NA,NA
"75",3046,"A6304-0128-00","A6304-12-005","A6304-12","A6304-015-00","015","成功里","63000040","中山區","63000","臺北市","03","01",NA,306070.72465,2774710.78065,7258.55431,NA,NA
"76",3259,"A6310-0605-00","A6310-45-004","A6310-45","A6310-020-00","020","瑞陽里","63000100","內湖區","63000","臺北市","03","05",NA,308568.13741,2774368.68838,7503.06776,NA,NA
"77",3260,"A6306-0013-00","A6306-03-001","A6306-03","A6306-025-00","025","重慶里","63000060","大同區","63000","臺北市","05","01",NA,302239.16503,2774328.62583,68497.15471,NA,NA
"78",3261,"A6310-0587-00","A6310-49-002","A6310-49","A6310-019-00","019","紫陽里","63000100","內湖區","63000","臺北市","03","05",NA,309094.8733,2774405.33934,5786.70402,NA,NA
"79",3262,"A6304-0212-00","A6304-14-005","A6304-14","A6304-012-00","012","圓山里","63000040","中山區","63000","臺北市","15","07",NA,302915.36088,2774140.86756,37540.82096,NA,NA
"80",3263,"A6310-0604-00","A6310-48-004","A6310-48","A6310-025-00","025","內溝里","63000100","內湖區","63000","臺北市","03","05",NA,312604.93755,2774371.55648,5219.6899,NA,NA
"81",3264,"A6310-0595-00","A6310-42-007","A6310-42","A6310-005-00","005","港墘里","63000100","內湖區","63000","臺北市","03","01",NA,308112.47348,2774392.33204,2709.37836,NA,NA
"82",3265,"A6310-0599-00","A6310-47-001","A6310-47","A6310-005-00","005","港墘里","63000100","內湖區","63000","臺北市","03","05",NA,308198.1033,2774384.96081,2928.36941,NA,NA
"83",3266,"A6310-0606-00","A6310-52-004","A6310-52","A6310-035-00","035","康寧里","63000100","內湖區","63000","臺北市","03","01",NA,311892.78429,2774367.18647,4342.80019,NA,NA
"84",3267,"A6310-0694-00","A6310-84-001","A6310-84","A6310-005-00","005","港墘里","63000100","內湖區","63000","臺北市","12","05","行水區",307678.18474,2774148.54511,86104.02997,NA,NA
"85",3268,"A6310-0615-00","A6310-55-005","A6310-55","A6310-019-00","019","紫陽里","63000100","內湖區","63000","臺北市","03","07",NA,309213.08214,2774346.63216,13059.59066,NA,NA
"86",3269,"A6306-0009-00","A6306-02-004","A6306-02","A6306-024-00","024","老師里","63000060","大同區","63000","臺北市","03","12",NA,301500.19661,2774385.6873,4557.54193,NA,NA
"87",3270,"A6310-0612-00","A6310-45-003","A6310-45","A6310-020-00","020","瑞陽里","63000100","內湖區","63000","臺北市","03","01",NA,308372.41374,2774358.26226,6103.01261,NA,NA
"88",3271,"A6310-0593-00","A6310-43-006","A6310-43","A6310-019-00","019","紫陽里","63000100","內湖區","63000","臺北市","03","05",NA,308995.7736,2774396.48887,2798.23518,NA,NA
"89",3475,"A6310-0763-00","A6310-52-006","A6310-52","A6310-035-00","035","康寧里","63000100","內湖區","63000","臺北市","15","05",NA,311852.85147,2774003.82526,10808.50142,NA,NA
"90",3476,"A6310-0752-00","A6310-57-007","A6310-57","A6310-034-00","034","金湖里","63000100","內湖區","63000","臺北市","03","05",NA,310889.43045,2774025.70629,5810.86763,NA,NA
"91",3477,"A6310-0747-00","A6310-54-007","A6310-54","A6310-024-00","024","樂康里","63000100","內湖區","63000","臺北市","02","05",NA,312450.40693,2774036.11878,2629.38714,NA,NA
"92",3478,"A6310-0762-00","A6310-57-008","A6310-57","A6310-034-00","034","金湖里","63000100","內湖區","63000","臺北市","03","05",NA,311056.47031,2774011.11936,5511.41053,NA,NA
"93",3479,"A6304-0217-00","A6304-15-005","A6304-15","A6304-019-00","019","新庄里","63000040","中山區","63000","臺北市","15","05",NA,303310.83051,2773886.55456,70206.51862,NA,NA
"94",3480,"A6310-0757-00","A6310-57-008","A6310-57","A6310-034-00","034","金湖里","63000100","內湖區","63000","臺北市","03","05",NA,310979.87908,2774018.26485,4405.17046,NA,NA
"95",3481,"A6310-0759-00","A6310-56-006","A6310-56","A6310-035-00","035","康寧里","63000100","內湖區","63000","臺北市","03","05",NA,311623.19351,2774010.33917,1635.54752,NA,NA
"96",3482,"A6310-0781-00","A6310-75-009","A6310-75","A6310-030-00","030","湖元里","63000100","內湖區","63000","臺北市","01","05",NA,308349.00369,2773957.25338,11937.25491,NA,NA
"97",3483,"A6310-0780-00","A6310-62-006","A6310-62","A6310-024-00","024","樂康里","63000100","內湖區","63000","臺北市","05","05",NA,312577.37565,2773953.63602,26268.3651,NA,NA
"98",3484,"A6310-0771-00","A6310-53-008","A6310-53","A6310-034-00","034","金湖里","63000100","內湖區","63000","臺北市","03","05",NA,311303.97742,2773985.70098,11911.204,NA,NA
"99",3485,"A6306-0057-00","A6306-05-008","A6306-05","A6306-026-00","026","保安里","63000060","大同區","63000","臺北市","03","02",NA,302246.31213,2774020.59214,4187.61361,NA,NA
"100",3486,"A6310-0773-00","A6310-61-001","A6310-61","A6310-018-00","018","葫洲里","63000100","內湖區","63000","臺北市","02","05",NA,311123.06584,2773981.08457,8610.01394,NA,NA
"101",3487,"A6310-0756-00","A6310-58-003","A6310-58","A6310-035-00","035","康寧里","63000100","內湖區","63000","臺北市","03","05",NA,311744.17212,2774021.68703,3288.23866,NA,NA
"102",3488,"A6306-0058-00","A6306-07-003","A6306-07","A6306-026-00","026","保安里","63000060","大同區","63000","臺北市","15","05",NA,301961.23895,2773998.88875,3090.44493,NA,NA
"103",3489,"A6310-0761-00","A6310-55-008","A6310-55","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","03","05",NA,309414.19273,2774007.1224,2068.63361,NA,NA
"104",3702,"A6310-0929-00","A6310-71-006","A6310-71","A6310-018-00","018","葫洲里","63000100","內湖區","63000","臺北市","02","05",NA,311685.69702,2773637.29051,11954.63438,NA,NA
"105",3703,"A6310-0908-00","A6310-67-006","A6310-67","A6310-023-00","023","東湖里","63000100","內湖區","63000","臺北市","03","05",NA,312284.62459,2773676.76101,3576.68839,NA,NA
"106",3704,"A6310-0928-00","A6310-73-003","A6310-73","A6310-031-00","031","安湖里","63000100","內湖區","63000","臺北市","03","05",NA,312060.67333,2773642.34273,4772.00858,NA,NA
"107",3705,"A6310-0899-00","A6310-69-005","A6310-69","A6310-031-00","031","安湖里","63000100","內湖區","63000","臺北市","03","02",NA,311963.58751,2773697.29993,1720.8534,NA,NA
"108",3706,"A6310-0938-00","A6310-60-005","A6310-60","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","02","01",NA,309641.63354,2773625.66607,21221.26083,NA,NA
"109",3707,"A6310-0913-00","A6310-60-005","A6310-60","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","02","05",NA,309712.26176,2773672.32902,3092.24098,NA,NA
"110",3708,"A6310-0914-00","A6310-60-004","A6310-60","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","02","05",NA,309775.65727,2773667.16701,5583.0098,NA,NA
"111",3709,"A6306-0114-00","A6306-10-006","A6306-10","A6306-022-00","022","至聖里","63000060","大同區","63000","臺北市","02","01",NA,302429.6803,2773677.02473,5907.50313,NA,NA
"112",3710,"A6310-0916-00","A6310-60-006","A6310-60","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","03","01",NA,309875.78474,2773665.39357,9810.01905,NA,NA
"113",3711,"A6310-0922-00","A6310-73-004","A6310-73","A6310-031-00","031","安湖里","63000100","內湖區","63000","臺北市","03","05",NA,312108.04181,2773659.43637,3140.15304,NA,NA
"114",3712,"A6310-0941-00","A6310-75-009","A6310-75","A6310-030-00","030","湖元里","63000100","內湖區","63000","臺北市","15","01",NA,308289.93639,2773612.15852,27817.97734,NA,NA
"115",3713,"A6310-0909-00","A6310-68-008","A6310-68","A6310-031-00","031","安湖里","63000100","內湖區","63000","臺北市","02","05",NA,311800.41267,2773672.99726,1850.00995,NA,NA
"116",3714,"A6306-0116-00","A6306-10-006","A6306-10","A6306-022-00","022","至聖里","63000060","大同區","63000","臺北市","02","05",NA,302339.26401,2773675.52832,3607.80425,NA,NA
"117",3715,"A6310-0917-00","A6310-67-008","A6310-67","A6310-023-00","023","東湖里","63000100","內湖區","63000","臺北市","03","05",NA,312329.85849,2773665.73272,2332.63124,NA,NA
"118",3716,"A6310-0919-00","A6310-62-009","A6310-62","A6310-024-00","024","樂康里","63000100","內湖區","63000","臺北市","03","05",NA,312548.73478,2773663.76971,5036.20035,NA,NA
"119",3717,"A6306-0118-00","A6306-12-002","A6306-12","A6306-021-00","021","鄰江里","63000060","大同區","63000","臺北市","03","05",NA,301578.40183,2773665.46397,4353.60067,NA,NA
"120",3950,"A6310-1079-00","A6310-82-006","A6310-82","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","03","01",NA,309840.67895,2773284.34092,16614.64284,NA,NA
"121",3951,"A6304-0248-00","A6304-22-001","A6304-22","A6304-012-00","012","圓山里","63000040","中山區","63000","臺北市","02","05",NA,302841.92488,2773368.23003,2377.56537,NA,NA
"122",3952,"A6310-1059-00","A6310-77-011","A6310-77","A6310-018-00","018","葫洲里","63000100","內湖區","63000","臺北市","03","05",NA,311300.93216,2773334.26168,5075.4897,NA,NA
"123",3953,"A6304-0257-00","A6304-20-003","A6304-20","A6304-026-00","026","行孝里","63000040","中山區","63000","臺北市","02","05",NA,304067.46317,2773354.55569,2876.05201,NA,NA
"124",3954,"A6310-1063-00","A6310-82-003","A6310-82","A6310-029-00","029","湖興里","63000100","內湖區","63000","臺北市","03","01",NA,309876.63429,2773319.24615,10845.88905,NA,NA
"125",3955,"A6310-1057-00","A6310-80-004","A6310-80","A6310-022-00","022","五分里","63000100","內湖區","63000","臺北市","03","05",NA,312077.54522,2773334.09442,5687.77926,NA,NA
"126",3956,"A6306-0180-00","A6306-13-005","A6306-13","A6306-017-00","017","國順里","63000060","大同區","63000","臺北市","03","05",NA,301393.1158,2773341.33529,3681.05177,NA,NA
"127",3957,"A6306-0176-00","A6306-18-001","A6306-18","A6306-020-00","020","斯文里","63000060","大同區","63000","臺北市","02","05",NA,302367.5896,2773350.82584,6241.81963,NA,NA
"128",3958,"A6310-1056-00","A6310-80-004","A6310-80","A6310-022-00","022","五分里","63000100","內湖區","63000","臺北市","03","05",NA,312137.45526,2773349.2838,2864.51859,NA,NA
"129",3959,"A6310-1094-00","A6310-77-007","A6310-77","A6310-018-00","018","葫洲里","63000100","內湖區","63000","臺北市","05","05",NA,311521.84786,2773245.35321,55122.47967,NA,NA
"130",3960,"A6310-1050-00","A6310-78-005","A6310-78","A6310-030-00","030","湖元里","63000100","內湖區","63000","臺北市","03","05",NA,309093.98264,2773357.67341,1685.82826,NA,NA
"131",3961,"A6306-0179-00","A6306-16-006","A6306-16","A6306-018-00","018","國慶里","63000060","大同區","63000","臺北市","03","05",NA,301752.71911,2773346.49717,7583.3499,NA,NA
"132",3962,"A6306-0177-00","A6306-15-004","A6306-15","A6306-020-00","020","斯文里","63000060","大同區","63000","臺北市","03","12",NA,302167.45954,2773349.86123,4191.30055,NA,NA
"133",3963,"A6304-0253-00","A6304-18-002","A6304-18","A6304-025-00","025","行仁里","63000040","中山區","63000","臺北市","02","05",NA,304381.21779,2773359.77451,2842.19622,NA,NA
"134",3964,"A6304-0255-00","A6304-19-001","A6304-19","A6304-025-00","025","行仁里","63000040","中山區","63000","臺北市","03","05",NA,304515.02458,2773357.3206,3039.77562,NA,NA
"135",3965,"A6304-0260-00","A6304-19-002","A6304-19","A6304-027-00","027","下埤里","63000040","中山區","63000","臺北市","03","05",NA,304630.53084,2773347.57525,3598.81327,NA,NA
"136",4209,"A6304-0390-00","A6304-26-005","A6304-26","A6304-018-00","018","新喜里","63000040","中山區","63000","臺北市","03","05",NA,303602.40545,2773085.12402,4265.87041,NA,NA
"137",4210,"A6304-0402-00","A6304-28-008","A6304-28","A6304-026-00","026","行孝里","63000040","中山區","63000","臺北市","03","05",NA,304203.34247,2773057.72815,7204.41296,NA,NA
"138",4211,"A6304-0401-00","A6304-28-007","A6304-28","A6304-026-00","026","行孝里","63000040","中山區","63000","臺北市","03","05",NA,304274.32597,2773059.05586,6106.52717,NA,NA
"139",4212,"A6301-0026-00","A6301-01-007","A6301-01","A6301-002-00","002","莊敬里","63000010","松山區","63000","臺北市","03","01",NA,307120.41487,2773081.06565,3101.74025,NA,NA
"140",4213,"A6304-0393-00","A6304-28-005","A6304-28","A6304-025-00","025","行仁里","63000040","中山區","63000","臺北市","03","05",NA,304391.78575,2773083.97024,3309.51578,NA,NA
"141",4214,"A6304-0394-00","A6304-28-006","A6304-28","A6304-025-00","025","行仁里","63000040","中山區","63000","臺北市","03","05",NA,304490.45139,2773076.72135,2494.37805,NA,NA
"142",4215,"A6304-0395-00","A6304-28-006","A6304-28","A6304-025-00","025","行仁里","63000040","中山區","63000","臺北市","03","05",NA,304524.2405,2773083.55204,3417.48565,NA,NA
"143",4216,"A6310-1118-00","A6310-75-010","A6310-75","A6310-028-00","028","石潭里","63000100","內湖區","63000","臺北市","15","05",NA,309745.85464,2773042.85457,13007.5002,NA,NA
"144",4217,"A6304-0392-00","A6304-28-004","A6304-28","A6304-025-00","025","行仁里","63000040","中山區","63000","臺北市","03","05",NA,304357.08527,2773077.59975,2389.71224,NA,NA
"145",4218,"A6304-0396-00","A6304-23-009","A6304-23","A6304-027-00","027","下埤里","63000040","中山區","63000","臺北市","03","05",NA,304655.67882,2773084.2608,3985.34943,NA,NA
"146",4219,"A6304-0388-00","A6304-22-009","A6304-22","A6304-011-00","011","晴光里","63000040","中山區","63000","臺北市","02","05",NA,302823.96497,2773086.95546,3506.10626,NA,NA
"147",4220,"A6304-0427-00","A6304-33-004","A6304-33","A6304-027-00","027","下埤里","63000040","中山區","63000","臺北市","05","05",NA,304794.68152,2773002.06547,21648.05327,NA,NA
"148",4221,"A6304-0403-00","A6304-33-004","A6304-33","A6304-027-00","027","下埤里","63000040","中山區","63000","臺北市","03","05",NA,304881.02098,2773054.02345,5587.52271,NA,NA
